Country Name,Country Code,Series Name,Series Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.313,6.673,7.257,7.623,7.493,10.934,9.281,8.249,9.013,9.056
China,CHN,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,15.234,14.681,14.097,13.005,12.756,13.934,12.501,12.615,12.925,12.902
China,CHN,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,10.617,10.196,9.784,8.963,9.141,10.808,9.613,9.998,10.413,10.45
China,CHN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,12.775,12.286,11.789,10.838,10.815,12.253,10.946,11.205,11.571,11.58
China,CHN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.036,3.958,3.881,3.743,3.961,4.342,3.953,4.326,4.057,3.975
China,CHN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.145,5.047,4.948,4.772,5.05,5.537,5.04,5.516,5.173,5.062
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.65,4.56,4.47,4.31,4.56,5,4.55,4.98,4.67,4.571
Colombia,COL,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,29.715,28.795,30.013,31.054,31.922,37.037,35.908,31.732,30.032,30.02
Colombia,COL,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,12.788,13.668,13.876,14.841,16.118,20.442,18.852,17.316,16.643,16.601
Colombia,COL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,21.141,21.131,21.837,22.841,23.917,28.63,27.264,24.423,23.24,23.209
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,11.119,11.47,11.753,12.034,13.134,20.526,18.171,13.247,11.882,11.975
Colombia,COL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.719,7.07,7.151,7.449,8.249,12.807,10.925,8.655,7.968,7.925
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.572,8.922,9.086,9.36,10.28,15.983,13.898,10.547,9.594,9.608
Comoros,COM,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,31.69,29.927,28.36,26.926,25.518,24.787,22.805,22.87,22.938,23.02
Comoros,COM,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,21.074,20.59,20.284,20.108,19.951,20.46,19.581,19.646,19.664,19.674
Comoros,COM,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,26.401,25.285,24.334,23.51,22.715,22.599,21.168,21.229,21.269,21.311
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.684,4.685,4.622,4.543,4.551,5.086,5.047,4.471,4.427,4.549
Comoros,COM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.779,3.743,3.653,3.55,3.521,4.053,3.941,3.365,3.329,3.409
Comoros,COM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.121,4.104,4.03,3.942,3.934,4.471,4.394,3.816,3.776,3.875
"Congo, Dem. Rep.",COD,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,26.269,27.922,29.563,31.111,32.616,33.985,34.314,34.068,34.021,33.898
"Congo, Dem. Rep.",COD,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,16.899,19.599,22.257,24.793,27.26,28.75,29.848,29.509,29.378,29.169
"Congo, Dem. Rep.",COD,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,21.587,23.765,25.915,27.957,29.943,31.373,32.086,31.794,31.706,31.541
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.57,3.631,3.692,3.703,3.683,4.165,4.199,3.647,3.62,3.681
"Congo, Dem. Rep.",COD,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.244,5.345,5.444,5.464,5.43,6.445,6.283,5.339,5.295,5.378
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.439,4.521,4.601,4.618,4.591,5.345,5.28,4.522,4.484,4.556
"Congo, Rep.",COG,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,31.852,32.039,32.266,32.348,32.233,34.263,33.203,32.383,32.386,32.377
"Congo, Rep.",COG,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,25.777,25.978,26.2,26.295,26.169,28.007,26.993,26.216,26.149,26.15
"Congo, Rep.",COG,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,28.803,28.997,29.22,29.308,29.188,31.121,30.084,29.286,29.253,29.249
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,21.278,21.535,21.939,22.032,21.709,23.433,23.213,21.436,21.218,21.012
"Congo, Rep.",COG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,18.724,18.961,19.334,19.419,19.122,21.006,20.744,18.828,18.627,18.423
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.978,20.223,20.611,20.701,20.392,22.198,21.96,20.108,19.898,19.694
Costa Rica,CRI,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,24.412,25.459,24.725,23.295,21.033,23.789,22.314,21.145,23.491,23.471
Costa Rica,CRI,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,13.114,15.635,15.387,14.246,14.269,16.258,15.802,13.376,18.38,18.27
Costa Rica,CRI,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,18.648,20.447,19.96,18.678,17.582,19.946,18.991,17.181,20.883,20.817
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,10.338,10.141,9.712,11.41,14.059,21.175,20.04,15.134,10.21,9.186
Costa Rica,CRI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.1,6.755,6.457,7.421,8.472,13.153,11.668,8.603,7.092,6.975
Costa Rica,CRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.415,8.085,7.729,9.01,10.807,16.432,15.139,11.325,8.325,7.848
Cote d'Ivoire,CIV,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,35.182,37.648,36.71,34.498,32.309,30.309,27.49,24.993,25.289,25.387
Cote d'Ivoire,CIV,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,14.513,14.241,14.636,13.436,12.2,12.794,12.745,13.013,13.252,13.286
Cote d'Ivoire,CIV,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,24.765,25.759,25.418,23.66,21.917,21.234,19.84,18.777,19.051,19.129
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.161,2.352,3.848,3.448,3.019,3.054,2.988,2.567,2.528,2.596
Cote d'Ivoire,CIV,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.139,1.561,2.849,2.412,1.949,2.238,2.363,2.11,2.074,2.054
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.579,1.896,3.272,2.85,2.401,2.584,2.63,2.306,2.27,2.288
Croatia,HRV,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,15.593,14.642,15.262,13.986,12.129,12.296,13.266,11.644,9.587,9.6
Croatia,HRV,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,20.526,19.048,15.441,13.178,11.443,12.191,12.147,12.173,10.055,10.081
Croatia,HRV,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,18.119,16.901,15.354,13.571,11.776,12.242,12.69,11.916,9.828,9.847
Croatia,HRV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,16.899,13.788,11.905,9.341,7.16,7.578,8.021,7.905,6.622,5.687
Croatia,HRV,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,15.547,12.514,10.611,7.645,6.152,7.447,7.255,6.135,5.607,4.834
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.175,13.103,11.208,8.432,6.617,7.507,7.608,6.96,6.086,5.236
Cuba,CUB,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,19.862,19.291,18.289,17.928,17,18.803,17.234,15.835,15.431,15.2
Cuba,CUB,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,9.412,9.024,8.554,8.239,7.877,10.02,9.145,7.624,7.446,7.251
Cuba,CUB,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,14.494,14.023,13.301,12.97,12.332,14.307,13.093,11.633,11.345,11.134
Cuba,CUB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.579,2.178,1.639,1.821,1.826,2.281,2.192,1.946,1.853,1.64
Cuba,CUB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.281,1.881,1.741,1.619,1.624,2.213,2.066,1.739,1.635,1.461
Cuba,CUB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.4,2,1.7,1.7,1.705,2.24,2.116,1.82,1.719,1.53
Curacao,CUW,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,14.674,17.018,16.038,11.614,13.113,13.456,13.703,16.252,12.851,12.809
Cyprus,CYP,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,15.869,15.101,16.146,14.713,14.177,15.214,13.842,13.261,11.083,11.142
Cyprus,CYP,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,15.301,16.02,16.094,13.21,13.659,14.357,13.774,14.721,11.946,11.955
Cyprus,CYP,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,14.885,13.401,11.363,8.901,8.124,7.818,8.028,7.789,6.172,5.764
Cyprus,CYP,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,15.145,12.677,10.981,8.174,6.354,7.704,7.099,5.998,6.035,5.464
Cyprus,CYP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.026,13.006,11.155,8.504,7.155,7.755,7.513,6.806,6.098,5.602
Czechia,CZE,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,9.775,8.717,8.441,7.973,8.381,9.172,8.425,9.377,8.216,8.209
Czechia,CZE,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,5.777,5.674,4.487,3.632,3.413,4.333,4.897,5.872,4.454,4.464
Czechia,CZE,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,7.718,7.15,6.405,5.738,5.824,6.682,6.61,7.58,6.294,6.295
Czechia,CZE,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.08,4.674,3.585,2.81,2.378,2.954,3.426,2.767,3.039,2.897
Czechia,CZE,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.233,3.379,2.341,1.794,1.724,2.23,2.308,1.788,2.203,2.186
Czechia,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.048,3.952,2.893,2.246,2.015,2.55,2.803,2.224,2.579,2.506
Denmark,DNK,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,6.929,5.907,7.635,7.601,7.445,7.181,7.151,6.981,6.959,6.934
Denmark,DNK,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,7.13,7.496,7.532,7.761,7.987,7.696,7.075,6.559,7.264,7.239
Denmark,DNK,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,7.032,6.72,7.582,7.683,7.722,7.444,7.112,6.766,7.115,7.09
Denmark,DNK,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.529,6.379,6.054,5.346,5.269,5.98,5.139,4.493,5.274,5.913
Denmark,DNK,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.057,5.639,5.636,4.94,4.795,5.332,4.958,4.38,4.931,5.292
Denmark,DNK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.278,5.989,5.833,5.131,5.018,5.637,5.043,4.434,5.094,5.587
Djibouti,DJI,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,28.162,28.082,28.059,28.06,28.029,28.887,28.232,28.065,27.975,27.968
Djibouti,DJI,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,17.925,17.741,17.632,17.547,17.435,18.366,17.661,17.467,17.373,17.374
Djibouti,DJI,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,23.016,22.883,22.818,22.776,22.704,23.599,22.919,22.739,22.646,22.643
Djibouti,DJI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,36.115,35.936,35.956,36.036,36.052,37.769,37.618,36.142,35.917,35.647
Djibouti,DJI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,22.207,22.094,22.108,22.161,22.174,23.538,23.484,22.191,22.048,21.745
Djibouti,DJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,26.07,25.992,26.064,26.184,26.256,27.713,27.668,26.307,26.154,25.875
Dominica,DMA,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,31.096,31.698,30.58,31.057,30.735,44.388,33.699,31.854,30.86,30.833
Dominican Republic,DOM,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,19.551,19.252,18.297,18.164,18.928,31.254,21.198,21.559,20.69,20.677
Dominican Republic,DOM,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,25.232,25.374,24.336,24.5,24.727,37.702,27.333,26.61,25.678,25.657
Dominican Republic,DOM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,10.894,10.732,8.121,9.104,9.602,9.034,12.448,8.658,8.442,8.383
Dominican Republic,DOM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.475,5.026,4.319,3.705,4.117,4.203,4.407,3.358,3.514,3.4
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.605,7.284,5.832,5.861,6.356,6.126,7.702,5.504,5.555,5.473
Ecuador,ECU,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,29.394,26.858,26.097,25.859,25.464,27.801,27.094,26.333,26.274,26.215
Ecuador,ECU,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,10.546,10.303,9.308,9.752,9.829,13.185,10.824,10.81,11.264,11.19
Ecuador,ECU,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,19.811,18.44,17.56,17.67,17.516,20.369,18.819,18.435,18.634,18.566
Ecuador,ECU,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.516,5.84,4.921,4.394,4.593,7.355,5.785,4.453,4.349,5.72
Ecuador,ECU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.018,3.721,3.064,2.924,3.259,5.289,3.689,3.269,2.923,4.111
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.616,4.597,3.836,3.53,3.812,6.127,4.552,3.761,3.51,4.773
"Egypt, Arab Rep.",EGY,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,35.843,35.721,34.743,36.215,40.124,43.788,41.535,38.971,38.971,38.964
"Egypt, Arab Rep.",EGY,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,19.782,19.896,19.441,18.403,16.348,17.124,16.501,15.381,15.347,15.335
"Egypt, Arab Rep.",EGY,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,27.605,27.61,26.903,27.095,27.96,30.156,28.743,26.92,26.905,26.897
"Egypt, Arab Rep.",EGY,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,24.68,23.507,22.824,21.333,21.312,17.631,15.924,18.283,18.234,17.996
"Egypt, Arab Rep.",EGY,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.341,8.83,8.159,6.767,4.747,5.925,5.569,4.987,4.972,4.885
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.052,12.45,11.767,9.855,7.851,7.974,7.441,7.344,7.334,7.198
El Salvador,SLV,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,41.811,41.208,42.05,40.01,41.097,36.114,38.452,34.821,31.732,31.845
El Salvador,SLV,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,15.763,15.757,15.313,14.845,15.381,14.746,14.464,12.692,11.854,11.87
El Salvador,SLV,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,28.541,28.225,28.398,27.149,27.94,25.169,26.152,23.462,21.518,21.572
El Salvador,SLV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.47,3.847,4.003,3.748,4.384,5.423,4.763,3.3,3.369,3.193
El Salvador,SLV,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.371,4.826,4.654,4.187,4.019,4.717,4.022,2.787,2.725,2.589
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.998,4.418,4.385,4.006,4.17,5.008,4.327,2.999,2.992,2.839
Equatorial Guinea,GNQ,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,26.685,26.859,26.791,26.767,27.071,28.474,28.094,27.704,28.107,28.435
Equatorial Guinea,GNQ,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,18.88,19.118,19.359,19.507,19.895,21.238,20.957,20.397,20.587,20.761
Equatorial Guinea,GNQ,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,22.608,22.813,22.902,22.965,23.313,24.696,24.388,23.926,24.237,24.501
Equatorial Guinea,GNQ,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,8.959,8.917,8.866,8.78,8.918,9.622,9.935,9.429,9.376,8.861
Equatorial Guinea,GNQ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.27,7.322,7.428,7.425,7.493,8.22,8.33,7.803,7.692,7.125
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.95,7.962,8.004,7.967,8.064,8.781,8.976,8.455,8.367,7.823
Eritrea,ERI,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,31.787,31.984,32.193,32.206,32.648,34.259,33.981,33.321,33.301,33.354
Eritrea,ERI,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,17.057,17.238,17.714,17.841,18.315,19.769,19.661,19.028,18.971,18.989
Eritrea,ERI,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,24.383,24.565,24.904,24.974,25.432,26.964,26.773,26.128,26.091,26.128
Eritrea,ERI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.265,6.239,6.196,6.091,6.159,6.69,6.862,6.383,6.295,6.253
Eritrea,ERI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.881,4.93,5.014,4.982,4.996,5.539,5.551,5.071,4.943,4.92
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.541,5.554,5.577,5.511,5.552,6.088,6.177,5.695,5.586,5.553
Estonia,EST,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,13.212,11.87,10.792,9.597,7.76,9.813,9.694,7.797,7.159,7.201
Estonia,EST,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,9.849,7.391,9.3,11.063,7.956,8.626,12.086,13.528,11.911,11.867
Estonia,EST,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,11.482,9.569,10.026,10.348,7.86,9.204,10.921,10.735,9.595,9.594
Estonia,EST,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.324,6.16,5.242,5.255,4.926,6.771,5.544,5.061,6.638,8.423
Estonia,EST,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.496,7.561,6.34,5.56,4.125,7.13,6.782,6.066,6.123,7.244
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.412,6.882,5.807,5.412,4.514,6.956,6.178,5.571,6.378,7.828
Eswatini,SWZ,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",SL.UEM.NEET.FE.ME.ZS,41.415,41.115,40.785,40.436,40.037,41.524,39.946,40.525,40.311,40.321
Eswatini,SWZ,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,30.085,29.859,29.922,29.954,29.925,31.56,30.464,31.086,30.792,30.799
Eswatini,SWZ,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,35.79,35.498,35.339,35.16,34.932,36.484,35.15,35.758,35.515,35.534
Eswatini,SWZ,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,25.183,24.493,26.242,28.032,29.743,34.364,35.507,36.984,36.696,36.178
Eswatini,SWZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,21.556,21.098,22.947,24.831,26.642,31.624,32.882,33.828,33.554,32.694
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,23.285,22.718,24.523,26.369,28.138,32.944,34.153,35.359,35.086,34.4
