Economy,Economy Code,ISO Code,Region,Income Group,Report Year,Does the law prohibit discrimination in employment based on gender?,Score,Legal Basis,Length of paid maternity leave,Length of paid paternity leave,Shared days
Czechia,CZE,CZE,High income: OECD,High income,2016,Yes,1,"Labor Code, Sec. 16",196,0,720
Czechia,CZE,CZE,High income: OECD,High income,2017,Yes,1,"Labor Code, Sec. 16",196,0,720
Czechia,CZE,CZE,High income: OECD,High income,2018,Yes,1,"Labor Code, Sec. 16",196,0,720
Czechia,CZE,CZE,High income: OECD,High income,2019,Yes,1,"Labor Code, Sec. 16",196,7,720
Czechia,CZE,CZE,High income: OECD,High income,2020,Yes,1,"Labor Code, Sec. 16",196,7,720
Czechia,CZE,CZE,High income: OECD,High income,2021,Yes,1,"Labor Code, Sec. 16",196,7,720
Czechia,CZE,CZE,High income: OECD,High income,2022,Yes,1,"Labor Code, Sec. 16",196,7,720
Czechia,CZE,CZE,High income: OECD,High income,2023,Yes,1,"Labor Code, Sec. 16",196,14,720
Czechia,CZE,CZE,High income: OECD,High income,2024,Yes,1,"Labor Code, Sec. 16",196,14,720
Denmark,DNK,DNK,High income: OECD,High income,2015,Yes,1,"Act on Equal Treatment of Men and Women in Employment, Sec. 1",126,14,224
Denmark,DNK,DNK,High income: OECD,High income,2016,Yes,1,"Act on Equal Treatment of Men and Women in Employment, Sec. 1",126,14,224
Denmark,DNK,DNK,High income: OECD,High income,2017,Yes,1,"Act on Equal Treatment of Men and Women in Employment, Sec. 1",126,14,224
Denmark,DNK,DNK,High income: OECD,High income,2018,Yes,1,"Act on Equal Treatment of Men and Women in Employment, Sec. 1",126,14,224
Denmark,DNK,DNK,High income: OECD,High income,2019,Yes,1,"Act on Equal Treatment of Men and Women in Employment, Sec. 1",126,14,224
Denmark,DNK,DNK,High income: OECD,High income,2020,Yes,1,"Act on Equal Treatment of Men and Women in Employment, Sec. 1",126,14,224
Denmark,DNK,DNK,High income: OECD,High income,2021,Yes,1,"Act on Equal Treatment of Men and Women in Employment, Sec. 1",126,14,224
Denmark,DNK,DNK,High income: OECD,High income,2022,Yes,1,"Act on Equal Treatment of Men and Women in Employment, Sec. 1",126,14,224
Denmark,DNK,DNK,High income: OECD,High income,2023,Yes,1,"Act on Equal Treatment of Men and Women in Employment, Sec. 1",42,14,182
Denmark,DNK,DNK,High income: OECD,High income,2024,Yes,1,"Act on Equal Treatment of Men and Women in Employment, Sec. 1",42,14,182
Djibouti,DJI,DJI,Middle East & North Africa,Lower middle income,2015,Yes,1,"Code du Travail, Art. 3",98,3,0
Djibouti,DJI,DJI,Middle East & North Africa,Lower middle income,2016,Yes,1,"Code du Travail, Art. 3",98,3,0
Djibouti,DJI,DJI,Middle East & North Africa,Lower middle income,2017,Yes,1,"Code du Travail, Art. 3",98,3,0
Djibouti,DJI,DJI,Middle East & North Africa,Lower middle income,2018,Yes,1,"Code du Travail, Art. 3",98,3,0
Djibouti,DJI,DJI,Middle East & North Africa,Lower middle income,2019,Yes,1,"Code du Travail, Art. 3",98,3,0
Djibouti,DJI,DJI,Middle East & North Africa,Lower middle income,2020,Yes,1,"Code du Travail, Art. 3",182,3,0
Djibouti,DJI,DJI,Middle East & North Africa,Lower middle income,2021,Yes,1,"Code du Travail, Art. 3",182,3,0
Djibouti,DJI,DJI,Middle East & North Africa,Lower middle income,2022,Yes,1,"Code du Travail, Art. 3",182,3,0
Djibouti,DJI,DJI,Middle East & North Africa,Lower middle income,2023,Yes,1,"Code du Travail, Art. 3",182,3,0
Djibouti,DJI,DJI,Middle East & North Africa,Lower middle income,2024,Yes,1,"Code du Travail, Art. 3",182,3,0
Dominica,DMA,DMA,Latin America & Caribbean,Upper middle income,2015,No,0,No applicable provisions could be located,84,0,0
Dominica,DMA,DMA,Latin America & Caribbean,Upper middle income,2016,No,0,No applicable provisions could be located,84,0,0
Dominica,DMA,DMA,Latin America & Caribbean,Upper middle income,2017,No,0,No applicable provisions could be located,84,0,0
Dominica,DMA,DMA,Latin America & Caribbean,Upper middle income,2018,No,0,No applicable provisions could be located,84,0,0
Dominica,DMA,DMA,Latin America & Caribbean,Upper middle income,2019,No,0,No applicable provisions could be located,84,0,0
Dominica,DMA,DMA,Latin America & Caribbean,Upper middle income,2020,No,0,No applicable provisions could be located,84,0,0
Dominica,DMA,DMA,Latin America & Caribbean,Upper middle income,2021,No,0,No applicable provisions could be located,84,0,0
Dominica,DMA,DMA,Latin America & Caribbean,Upper middle income,2022,No,0,No applicable provisions could be located,84,0,0
Dominica,DMA,DMA,Latin America & Caribbean,Upper middle income,2023,No,0,No applicable provisions could be located,84,0,0
Dominica,DMA,DMA,Latin America & Caribbean,Upper middle income,2024,No,0,No applicable provisions could be located,84,0,0
Dominican Republic,DOM,DOM,Latin America & Caribbean,Upper middle income,2015,Yes,1,"Código de Trabajo, Principio VII",84,2,0
Dominican Republic,DOM,DOM,Latin America & Caribbean,Upper middle income,2016,Yes,1,"Código de Trabajo, Principio VII",84,2,0
Dominican Republic,DOM,DOM,Latin America & Caribbean,Upper middle income,2017,Yes,1,"Código de Trabajo, Principio VII",84,2,0
Dominican Republic,DOM,DOM,Latin America & Caribbean,Upper middle income,2018,Yes,1,"Código de Trabajo, Principio VII",98,2,0
Dominican Republic,DOM,DOM,Latin America & Caribbean,Upper middle income,2019,Yes,1,"Código de Trabajo, Principio VII",98,2,0
Dominican Republic,DOM,DOM,Latin America & Caribbean,Upper middle income,2020,Yes,1,"Código de Trabajo, Principio VII",98,2,0
Dominican Republic,DOM,DOM,Latin America & Caribbean,Upper middle income,2021,Yes,1,"Código de Trabajo, Principio VII",98,2,0
Dominican Republic,DOM,DOM,Latin America & Caribbean,Upper middle income,2022,Yes,1,"Código de Trabajo, Principio VII",98,2,0
Dominican Republic,DOM,DOM,Latin America & Caribbean,Upper middle income,2023,Yes,1,"Código de Trabajo, Principio VII",98,2,0
Dominican Republic,DOM,DOM,Latin America & Caribbean,Upper middle income,2024,Yes,1,"Código de Trabajo, Principio VII",98,2,0
Ecuador,ECU,ECU,Latin America & Caribbean,Upper middle income,2015,Yes,1,"Constitución Política de la República de Ecuador, Art. 331",84,14,0
Ecuador,ECU,ECU,Latin America & Caribbean,Upper middle income,2016,Yes,1,"Constitución Política de la República de Ecuador, Art. 331",84,14,0
Ecuador,ECU,ECU,Latin America & Caribbean,Upper middle income,2017,Yes,1,"Constitución Política de la República de Ecuador, Art. 331",84,14,0
Ecuador,ECU,ECU,Latin America & Caribbean,Upper middle income,2018,Yes,1,"Constitución Política de la República de Ecuador, Art. 331",84,14,0
Ecuador,ECU,ECU,Latin America & Caribbean,Upper middle income,2019,Yes,1,"Acuerdo No. MDT-2017-0082 relativo a Normativa para la Erradicación de la Discriminación en el Ámbito Laboral; Constitución de la República del Ecuador, Art. 331",84,14,0
Ecuador,ECU,ECU,Latin America & Caribbean,Upper middle income,2020,Yes,1,"Acuerdo No. MDT-2017-0082 relativo a Normativa para la Erradicación de la Discriminación en el Ámbito Laboral; Constitución de la República del Ecuador, Art. 331",84,14,0
Ecuador,ECU,ECU,Latin America & Caribbean,Upper middle income,2021,Yes,1,"Acuerdo No. MDT-2017-0082 relativo a Normativa para la Erradicación de la Discriminación en el Ámbito Laboral; Constitución de la República del Ecuador, Art. 331",84,14,0
Ecuador,ECU,ECU,Latin America & Caribbean,Upper middle income,2022,Yes,1,"Acuerdo No. MDT-2017-0082 relativo a Normativa para la Erradicación de la Discriminación en el Ámbito Laboral; Constitución de la República del Ecuador, Art. 331",84,14,0
Ecuador,ECU,ECU,Latin America & Caribbean,Upper middle income,2023,Yes,1,"Acuerdo No. MDT-2017-0082 relativo a Normativa para la Erradicación de la Discriminación en el Ámbito Laboral; Constitución de la República del Ecuador, Art. 331",84,14,0
Ecuador,ECU,ECU,Latin America & Caribbean,Upper middle income,2024,Yes,1,"Código del Trabajo, Art. 42.1 ; Ley para Impulsar la Economia Violeta, Art. 5(10)",84,15,0
"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,2015,Yes,1,"Labor Code No. 12 of 2003, Arts. 35, 88 and 120",90,0,0
"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,2016,Yes,1,"Labor Code No. 12 of 2003, Arts. 35, 88 and 120",90,0,0
"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,2017,Yes,1,"Labor Code No. 12 of 2003, Arts. 35, 88 and 120",90,0,0
"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,2018,Yes,1,"Labor Code No. 12 of 2003, Arts. 35, 88 and 120",90,0,0
"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,2019,Yes,1,"Labor Code No. 12 of 2003, Arts. 35, 88 and 120",90,0,0
"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,2020,Yes,1,"Labor Code No. 12 of 2003, Arts. 35, 88 and 120",90,0,0
"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,2021,Yes,1,"Labor Code No. 12 of 2003, Arts. 35, 88 and 120",90,0,0
"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,2022,Yes,1,"Labor Code No. 12 of 2003, Arts. 35, 88 and 120",90,0,0
"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,2023,Yes,1,"Labor Code No. 12 of 2003, Arts. 35, 88 and 120",90,0,0
"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,2024,Yes,1,"Labor Code No. 12 of 2003, Arts. 35, 88 and 120",90,0,0
El Salvador,SLV,SLV,Latin America & Caribbean,Upper middle income,2015,Yes,1,"Código del Trabajo, Art. 30(12)",84,3,0
El Salvador,SLV,SLV,Latin America & Caribbean,Upper middle income,2016,Yes,1,"Código del Trabajo, Art. 30(12)",84,3,0
El Salvador,SLV,SLV,Latin America & Caribbean,Upper middle income,2017,Yes,1,"Código del Trabajo, Art. 30(12)",112,3,0
El Salvador,SLV,SLV,Latin America & Caribbean,Upper middle income,2018,Yes,1,"Código del Trabajo, Art. 30(12)",112,3,0
El Salvador,SLV,SLV,Latin America & Caribbean,Upper middle income,2019,Yes,1,"Código del Trabajo, Art. 30(12)",112,3,0
El Salvador,SLV,SLV,Latin America & Caribbean,Upper middle income,2020,Yes,1,"Código del Trabajo, Art. 30(12)",112,3,0
El Salvador,SLV,SLV,Latin America & Caribbean,Upper middle income,2021,Yes,1,"Código del Trabajo, Art. 30(12)",112,3,0
El Salvador,SLV,SLV,Latin America & Caribbean,Upper middle income,2022,Yes,1,"Código del Trabajo, Art. 30(12); Código Penal, Art. 246",112,3,0
El Salvador,SLV,SLV,Latin America & Caribbean,Upper middle income,2023,Yes,1,"Código del Trabajo, Art. 30(12); Código Penal, Art. 246",112,3,0
El Salvador,SLV,SLV,Latin America & Caribbean,Upper middle income,2024,Yes,1,"Código del Trabajo, Art. 30(12);",112,3,0
Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,Upper middle income,2015,Yes,1,"Ordenamiento General del Trabajo 2012, Art. 1(3)(d)",84,3,0
Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,Upper middle income,2016,Yes,1,"Ordenamiento General del Trabajo 2012, Art. 1(3)(d)",84,3,0
Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,Upper middle income,2017,Yes,1,"Ordenamiento General del Trabajo 2012, Art. 1(3)(d)",84,3,0
Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,Upper middle income,2018,Yes,1,"Ordenamiento General del Trabajo 2012, Art. 1(3)(d)",84,3,0
Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,Upper middle income,2019,Yes,1,"Ordenamiento General del Trabajo 2012, Art. 1(3)(d)",84,3,0
Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,Upper middle income,2020,Yes,1,"Ordenamiento General del Trabajo 2012, Art. 1(3)(d)",84,3,0
Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,Upper middle income,2021,Yes,1,"Ordenamiento General del Trabajo 2012, Art. 1(3)(d)",84,3,0
Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,Upper middle income,2022,Yes,1,"Ordenamiento General del Trabajo 2012, Art. 1(3)(d)",84,3,0
Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,Upper middle income,2023,Yes,1,"Ley General del Trabajo Núm. 4/2021, Art. 3",84,9,0
Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,Upper middle income,2024,Yes,1,"Ley General del Trabajo Núm. 4/2021, Art. 3",84,9,0
Eritrea,ERI,ERI,Sub-Saharan Africa,Low income,2015,Yes,1,"Labor Proclamation of Eritrea, Arts. 65 and 118",60,0,0
Eritrea,ERI,ERI,Sub-Saharan Africa,Low income,2016,Yes,1,"Labor Proclamation of Eritrea, Arts. 65 and 118",60,0,0
Eritrea,ERI,ERI,Sub-Saharan Africa,Low income,2017,Yes,1,"Labor Proclamation of Eritrea, Arts. 65 and 118",60,0,0
Eritrea,ERI,ERI,Sub-Saharan Africa,Low income,2018,Yes,1,"Labor Proclamation of Eritrea, Arts. 65 and 118",60,0,0
Eritrea,ERI,ERI,Sub-Saharan Africa,Low income,2019,Yes,1,"Labor Proclamation of Eritrea, Arts. 65 and 118",60,0,0
Eritrea,ERI,ERI,Sub-Saharan Africa,Low income,2020,Yes,1,"Labor Proclamation of Eritrea, Arts. 65 and 118",60,0,0
Eritrea,ERI,ERI,Sub-Saharan Africa,Low income,2021,Yes,1,"Labor Proclamation of Eritrea, Arts. 65 and 118",60,0,0
Eritrea,ERI,ERI,Sub-Saharan Africa,Low income,2022,Yes,1,"Labor Proclamation of Eritrea, Arts. 65 and 118",60,0,0
Eritrea,ERI,ERI,Sub-Saharan Africa,Low income,2023,Yes,1,"Labor Proclamation of Eritrea, Arts. 65 and 118",60,0,0
Eritrea,ERI,ERI,Sub-Saharan Africa,Low income,2024,Yes,1,"Labor Proclamation of Eritrea, Arts. 65 and 118",60,0,0
Estonia,EST,EST,High income: OECD,High income,2015,Yes,1,"Gender Equality Act, Arts. 5 and 6",140,14,435
Estonia,EST,EST,High income: OECD,High income,2016,Yes,1,"Gender Equality Act, Arts. 5 and 6",140,14,435
Estonia,EST,EST,High income: OECD,High income,2017,Yes,1,"Gender Equality Act, Arts. 5 and 6",140,14,435
Estonia,EST,EST,High income: OECD,High income,2018,Yes,1,"Gender Equality Act, Arts. 5 and 6",140,14,435
Estonia,EST,EST,High income: OECD,High income,2019,Yes,1,"Gender Equality Act, Arts. 5 and 6",140,14,435
Estonia,EST,EST,High income: OECD,High income,2020,Yes,1,"Gender Equality Act, Arts. 5 and 6",140,14,435
Estonia,EST,EST,High income: OECD,High income,2021,Yes,1,"Gender Equality Act, Arts. 5 and 6",140,0,465
Estonia,EST,EST,High income: OECD,High income,2022,Yes,1,"Gender Equality Act, Arts. 5 and 6",140,0,465
Estonia,EST,EST,High income: OECD,High income,2023,Yes,1,"Gender Equality Act, Arts. 5 and 6",100,0,475
Estonia,EST,EST,High income: OECD,High income,2024,Yes,1,"Gender Equality Act, Arts. 5 and 6",100,0,475
Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,2015,Yes,1,"Employment Act of 1980, Secs. 29 an 30",14,0,0
Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,2016,Yes,1,"Employment Act of 1980, Secs. 29 an 30",14,0,0
Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,2017,Yes,1,"Employment Act of 1980, Secs. 29 an 30",14,0,0
Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,2018,Yes,1,"Employment Act of 1980, Secs. 29 an 30",14,0,0
Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,2019,Yes,1,"Employment Act of 1980, Secs. 29 an 30",14,0,0
Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,2020,Yes,1,"Employment Act of 1980, Secs. 29 an 30",14,0,0
Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,2021,Yes,1,"Employment Act of 1980, Secs. 29 an 30",14,0,0
Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,2022,Yes,1,"Employment Act of 1980, Secs. 29 an 30",14,0,0
Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,2023,Yes,1,"Employment Act of 1980, Secs. 29 an 30",14,0,0
Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,2024,Yes,1,"Employment Act of 1980, Secs. 29 an 30",14,0,0
Ethiopia,ETH,ETH,Sub-Saharan Africa,Low income,2015,Yes,1,"Labor Proclamation, No.377/2003, Art. 26(2)(d); Art. 87(1)",90,0,0
Ethiopia,ETH,ETH,Sub-Saharan Africa,Low income,2016,Yes,1,"Labor Proclamation, No.377/2003, Art. 26(2)(d); Art. 87(1)",90,0,0
Ethiopia,ETH,ETH,Sub-Saharan Africa,Low income,2017,Yes,1,"Labor Proclamation, No.377/2003, Art. 26(2)(d); Art. 87(1)",90,0,0
Ethiopia,ETH,ETH,Sub-Saharan Africa,Low income,2018,Yes,1,"Constitution of the Federal Democratic Republic of Ethiopia, Art. 35",90,0,0
Ethiopia,ETH,ETH,Sub-Saharan Africa,Low income,2019,Yes,1,"Constitution of the Federal Democratic Republic of Ethiopia, Art. 35",90,0,0
Ethiopia,ETH,ETH,Sub-Saharan Africa,Low income,2020,Yes,1,"Constitution of the Federal Democratic Republic of Ethiopia, Art. 35",90,0,0
Ethiopia,ETH,ETH,Sub-Saharan Africa,Low income,2021,Yes,1,"Constitution of the Federal Democratic Republic of Ethiopia, Art. 35; Labour Proclamation No. 1156/2019, Art. 87 (1)",120,3,0
Ethiopia,ETH,ETH,Sub-Saharan Africa,Low income,2022,Yes,1,"Constitution of the Federal Democratic Republic of Ethiopia, Art. 35; Labour Proclamation No. 1156/2019, Art. 87 (1)",120,3,0
Ethiopia,ETH,ETH,Sub-Saharan Africa,Low income,2023,Yes,1,"Constitution of the Federal Democratic Republic of Ethiopia, Art. 35; Labour Proclamation No. 1156/2019, Art. 87 (1)",120,3,0
Ethiopia,ETH,ETH,Sub-Saharan Africa,Low income,2024,Yes,1,"Constitution of the Federal Democratic Republic of Ethiopia, Art. 35; Labour Proclamation No. 1156/2019, Art. 87 (1)",120,3,0
Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,2015,Yes,1,"Employment Relations Act 2007, Secs. 6(2) and 77(1)",84,0,0
Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,2016,Yes,1,"Employment Relations Act 2007, Secs. 6(2) and 77(1)",84,0,0
Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,2017,Yes,1,"Employment Relations Act 2007, Secs. 6(2) and 77(1)",84,0,0
Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,2018,Yes,1,"Employment Relations Act 2007, Secs. 6(2) and 77(1)",84,0,0
Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,2019,Yes,1,"Employment Relations Act 2007, Secs. 6(2) and 77(1)",84,0,0
Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,2020,Yes,1,"Employment Relations Act 2007, Secs. 6(2) and 77(1)",98,5,0
Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,2021,Yes,1,"Employment Relations Act 2007, Secs. 6(2) and 77(1)",98,2,0
Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,2022,Yes,1,"Employment Relations Act 2007, Secs. 6(2) and 77(1)",98,1,0
Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,2023,Yes,1,"Employment Relations Act 2007, Secs. 6(2) and 77(1)",98,1,0
Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,2024,Yes,1,"Employment Relations Act 2007, Secs. 6(2) and 77(1)",98,1,0
Finland,FIN,FIN,High income: OECD,High income,2015,Yes,1,"Act on Equality between Women and Men, Secs. 7 and 8",147,76,221
Finland,FIN,FIN,High income: OECD,High income,2016,Yes,1,"Act on Equality between Women and Men, Secs. 7 and 8",147,76,221
Finland,FIN,FIN,High income: OECD,High income,2017,Yes,1,"Act on Equality between Women and Men, Secs. 7 and 8",147,76,221
Finland,FIN,FIN,High income: OECD,High income,2018,Yes,1,"Act on Equality between Women and Men, Secs. 7 and 8",147,76,221
Finland,FIN,FIN,High income: OECD,High income,2019,Yes,1,"Act on Equality between Women and Men, Secs. 7 and 8",147,76,221
Finland,FIN,FIN,High income: OECD,High income,2020,Yes,1,"Act on Equality between Women and Men, Secs. 7 and 8",147,76,221
Finland,FIN,FIN,High income: OECD,High income,2021,Yes,1,"Act on Equality between Women and Men, Secs. 7 and 8",147,76,221
Finland,FIN,FIN,High income: OECD,High income,2022,Yes,1,"Act on Equality between Women and Men, Secs. 7 and 8",147,76,221
Finland,FIN,FIN,High income: OECD,High income,2023,Yes,1,"Act on Equality Between Men and Women, Secs. 7 and 8",56,0,148
Finland,FIN,FIN,High income: OECD,High income,2024,Yes,1,"Act on Equality Between Men and Women, Secs. 7 and 8",56,0,148
France,FRA,FRA,High income: OECD,High income,2015,Yes,1,"Code du Travail, Arts. L1132-1 et L1142-1",112,15,0
France,FRA,FRA,High income: OECD,High income,2016,Yes,1,"Code du Travail, Arts. L1132-1 et L1142-1",112,15,0
France,FRA,FRA,High income: OECD,High income,2017,Yes,1,"Code du Travail, Arts. L1132-1 et L1142-1",112,15,0
France,FRA,FRA,High income: OECD,High income,2018,Yes,1,"Code du Travail, Arts. L1132-1 et L1142-1",112,15,0
France,FRA,FRA,High income: OECD,High income,2019,Yes,1,"Code du Travail, Arts. L1132-1 et L1142-1",112,11,0
France,FRA,FRA,High income: OECD,High income,2020,Yes,1,"Code du Travail, Arts. L1132-1 et L1142-1",112,11,0
France,FRA,FRA,High income: OECD,High income,2021,Yes,1,"Code du Travail, Arts. L1132-1 et L1142-1",112,11,0
France,FRA,FRA,High income: OECD,High income,2022,Yes,1,"Code du Travail, Arts. L1132-1 et L1142-1",112,25,0
France,FRA,FRA,High income: OECD,High income,2023,Yes,1,"Code du Travail, Arts. L1132-1 et L1142-1",112,25,0
France,FRA,FRA,High income: OECD,High income,2024,Yes,1,"Code du Travail, Arts. L1132-1 et L1142-1",112,25,0
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2015,Yes,1,"Code du Travail, Art. 8",98,3,0
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2016,Yes,1,"Code du Travail, Art. 8",98,3,0
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2017,Yes,1,"Code du Travail, Art. 8",98,3,0
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2018,Yes,1,"Code du Travail, Art. 8",98,3,0
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2019,Yes,1,"Code du Travail, Art. 8",98,3,0
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2020,Yes,1,"Code du Travail, Art. 8",98,3,0
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2021,Yes,1,"Code du Travail, Art. 8",98,3,0
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2022,Yes,1,"Code du Travail, Art. 8",98,3,0
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2023,Yes,1,"Code du Travail, Art. 9",98,3,0
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2024,Yes,1,"Code du Travail, Art. 9",98,3,0
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2015,Yes,1,"Women’s Act 2010, Sec. 16",180,14,0
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2016,Yes,1,"Women’s Act 2010, Sec. 16",180,14,0
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2017,Yes,1,"Women’s Act 2010, Sec. 16",180,14,0
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2018,Yes,1,"Women’s Act 2010, Sec. 16",180,14,0
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2019,Yes,1,"Women’s Act 2010, Sec. 16",180,14,0
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2020,Yes,1,"Women’s Act 2010, Sec. 16",180,14,0
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2021,Yes,1,"Women’s Act 2010, Sec. 16",180,14,0
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2022,Yes,1,"Women’s Act 2010, Sec. 16",180,14,0
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2023,Yes,1,"Women’s Act 2010, Sec. 16",180,14,0
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2024,Yes,1,"Women’s Act 2010, Sec. 16",180,14,0
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2015,Yes,1,"Labor Code of December 17, 2010, Art. 2",183,0,0
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2016,Yes,1,"Labor Code of December 17, 2010, Art. 2",183,0,0
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2017,Yes,1,"Labor Code of December 17, 2010, Art. 2",183,0,0
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2018,Yes,1,"Labor Code of December 17, 2010, Art. 2",183,0,0
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2019,Yes,1,"Labor Code of December 17, 2010, Art. 2",183,0,0
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2020,Yes,1,"Labor Code of December 17, 2010, Art. 2",183,0,0
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2021,Yes,1,"Labor Code of December 17, 2010, Art. 2",183,0,0
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2022,Yes,1,"Labor Code, Art. 4; Law of Georgia on the Elimination of All Forms of Discrimination, Art. 2(10)(A)",126,0,57
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2023,Yes,1,"Labor Code, Art. 4; Law of Georgia on the Elimination of All Forms of Discrimination, Art. 2(10)(A)",126,0,57
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2024,Yes,1,"Labor Code, Art. 4; Law of Georgia on the Elimination of All Forms of Discrimination, Art. 2",126,0,57
Germany,DEU,DEU,High income: OECD,High income,2015,Yes,1,"General Equal Treatment Act, Secs. 2 and 7",98,0,300
Germany,DEU,DEU,High income: OECD,High income,2016,Yes,1,"General Equal Treatment Act, Secs. 2 and 7",98,0,300
Germany,DEU,DEU,High income: OECD,High income,2017,Yes,1,"General Equal Treatment Act, Secs. 2 and 7",98,0,300
Germany,DEU,DEU,High income: OECD,High income,2018,Yes,1,"General Equal Treatment Act, Secs. 2 and 7",98,0,300
Germany,DEU,DEU,High income: OECD,High income,2019,Yes,1,"General Equal Treatment Act, Secs. 2 and 7",98,0,300
Germany,DEU,DEU,High income: OECD,High income,2020,Yes,1,"General Equal Treatment Act, Secs. 2 and 7",98,0,300
Germany,DEU,DEU,High income: OECD,High income,2021,Yes,1,"General Equal Treatment Act, Secs. 2 and 7",98,0,300
Germany,DEU,DEU,High income: OECD,High income,2022,Yes,1,"General Equal Treatment Act, Secs. 2 and 7",98,0,300
Germany,DEU,DEU,High income: OECD,High income,2023,Yes,1,"General Equal Treatment Act, Secs. 1, 2 and 7",98,0,300
Germany,DEU,DEU,High income: OECD,High income,2024,Yes,1,"General Equal Treatment Act, Secs. 1, 2 and 7",98,0,300
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2015,Yes,1,"Labour Act, Sec. 14",84,0,0
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2016,Yes,1,"Labour Act, Sec. 14",84,0,0
